date,open,high,low,close,volumefrom,volumeto,supply,market_cap,price_log_return,volumefrom_log_return,market_cap_log_return,volatility_5d,volatility_10d,volatility_30d,volatility_5d_log_return,volatility_10d_log_return,volatility_30d_log_return
2025-10-26,3954.72,4180.22,3921.84,4160.2,211051.12,856463211.69,,,0.05065334778733808,0.8905661798299092,0.0,0.024896543256794395,0.023183576260061633,0.04013415243796111,0.20641186539523718,0.1987504887404713,0.010127066251078716
2025-10-27,4160.2,4253.83,4098.24,4121.47,349734.31,1461221903.17,,,-0.009353254199248543,0.505073372910835,0.0,0.022325382643815016,0.02253907901180322,0.040171174387349226,-0.10900470248899778,-0.02819346054538984,0.0009220297948969249
2025-10-28,4121.47,4177.44,3937.23,3981.51,354451.4,1444524826.16,,,-0.03454875151290845,0.01339749014997943,0.0,0.031900538479625574,0.025855320141472404,0.04027908450105331,0.3568986235711351,0.1372657403512059,0.002682655840042562
2025-10-29,3981.51,4037.69,3845.18,3904.34,391770.54,1550741722.16,,,-0.01957238940578117,0.10010506918464981,0.0,0.03255240125703926,0.025470594778444038,0.04024586228064326,0.02022824738384316,-0.01499174712293717,-0.0008251411176981861
2025-10-30,3904.34,3949.72,3679.07,3804.35,450911.51,1716905860.27,,,-0.02594360605982515,0.14059480056633888,0.0,0.03392075577439449,0.026554762825227722,0.040387537453089095,0.04117595448900722,0.041684481543397676,0.0035140603944451582
2025-10-31,3804.35,3902.74,3796.5,3846.74,347680.26,1337747670.57,,,0.011080887492081902,-0.2599878475036445,0.0,0.017554871896049946,0.025694524706932047,0.03932992027735576,-0.6586955794578288,-0.03293119959936735,-0.026535699070777994
2025-11-01,3846.74,3908.1,3830.25,3872.94,92938.28,359540742.43,,,0.0067878721909360685,-1.3193476473997126,0.0,0.020279043757657666,0.025045568737528202,0.0388272943140126,0.14425651331962835,-0.02558100760333845,-0.012862098405617564
2025-11-02,3872.94,3917.19,3839.21,3906.69,123481.6,478350291.59,,,0.008676559613321217,0.28415654019177866,0.0,0.017523668100538264,0.02483893027694089,0.038853927055364654,-0.14603559555880152,-0.0082847235747619,0.0006856931939553839
2025-11-03,3906.69,3914.17,3558.9,3603.83,527763.13,1941201910.4,,,-0.08069329933692594,1.4525554085091283,0.0,0.039197228166244026,0.034804325226890594,0.041250447325702926,0.8050536041883247,0.3373294755837557,0.05985280277002337
2025-11-04,3603.83,3653.7,3059.69,3286.89,922809.05,3120396302.0,,,-0.09205533986593374,0.5587747677371923,0.0,0.052332246198185016,0.04309090309268697,0.043956863368260636,0.2890067089297934,0.2135702425111096,0.06354681805799778
2025-11-05,3286.89,3480.7,3166.57,3424.12,601967.94,2014082273.07,,,0.04090267543803882,-0.4272181452835823,0.0,0.05931072565946085,0.04143063895549034,0.0441048923390937,0.12517741762160575,-0.03929123119531579,0.0033619386547634566
2025-11-06,3424.12,3455.75,3244.24,3313.99,531423.26,1777529183.94,,,-0.032691602896035614,-0.12464538453844978,0.0,0.056886105282314046,0.041454644495423014,0.04362267313130508,-0.041739044881122796,0.0005792473550048298,-0.010993672558399642
2025-11-07,3313.99,3472.17,3192.39,3434.31,609894.65,2027652415.36,,,0.035663130635801545,0.1377274337958361,0.0,0.06260490944846893,0.04486237989184162,0.04414157080737756,0.09579258480348572,0.07899965336232975,0.011824945996182529
2025-11-08,3434.31,3484.72,3355.6,3400.93,239704.67,818389518.46,,,-0.009767108502580083,-0.9338786133968671,0.0,0.05457016315452319,0.0448532599647338,0.04386756845401147,-0.13735642971080053,-0.0002033074089158662,-0.006226699657827594
2025-11-09,3400.93,3616.83,3358.13,3583.12,276739.56,966388179.99,,,0.052185005618038564,0.143669223362713,0.0,0.036548031923413084,0.049106576341527666,0.03875683144320125,-0.4008599324131273,0.09059669173039026,-0.12386825190448926
2025-11-10,3583.12,3658.51,3506.61,3566.73,387505.32,1387342010.68,,,-0.004584719598126874,0.3366527304314591,0.0,0.034811226156528804,0.04875002666227882,0.03856399649105902,-0.04868741313729764,-0.007287219178695339,-0.0049879277575217845
2025-11-11,3566.73,3647.24,3404.47,3416.51,412285.7,1450793300.88,,,-0.043029647444982895,0.06198697789705016,0.0,0.03800479192382859,0.049658134290123564,0.03384567350616794,0.08777232957060009,0.01845646534072281,-0.1305079303252172
2025-11-12,3416.51,3588.2,3372.07,3414.45,417826.47,1441758630.1,,,-0.000603136327089691,0.013349647159682402,0.0,0.03422308475202058,0.04930305178776032,0.033467728111114974,-0.10481184592213146,-0.007176228181551151,-0.011229542932703255
2025-11-13,3414.45,3564.69,3152.46,3230.03,643633.72,2150323490.18,,,-0.05552500076224085,0.43206360374817676,0.0,0.04227173812623245,0.046023296477622655,0.03441766347592953,0.2112183242382734,-0.06883826806668378,0.02798827118047536
2025-11-14,3230.03,3254.91,3068.65,3110.38,769889.13,2443169537.07,,,-0.03774651989497149,0.17911671093129053,0.0,0.02437688801018521,0.037871697561669235,0.034513233324415284,-0.5504832626384306,-0.19494364651798096,0.0027729193774916174
2025-11-15,3110.38,3228.72,3109.04,3166.61,208908.02,662440385.32,,,0.017916709819272923,-1.3043524580671186,0.0,0.031020713898255243,0.03535499735036008,0.03471095227518472,0.24101970089932595,-0.06876431682440491,0.005712439567752929
2025-11-16,3166.61,3246.69,3005.71,3093.43,396736.11,1236152417.91,,,-0.023381107399702346,0.6413772899413788,0.0,0.02916429481780287,0.0347445176767716,0.034802761513676055,-0.061709990755430405,-0.017417955244926318,0.0026414727934838934
2025-11-17,3093.43,3220.95,2956.19,3028.29,638118.66,1968336256.01,,,-0.02128240386512825,0.475252904170204,0.0,0.02714577008494301,0.03151197472353726,0.03463906873081646,-0.07172394459042959,-0.09765417132095729,-0.004714538354803101
2025-11-18,3028.29,3168.93,2944.28,3122.36,642477.57,1970272079.81,,,0.030591022367143166,0.006807652142070972,0.0,0.029374149463325967,0.03436751148445893,0.03487390797070954,0.07889378133930533,0.08674406098317701,0.0067567278649091995
2025-11-19,3122.36,3123.8,2869.86,3023.23,716860.75,2148125032.03,,,-0.03226332987971445,0.10954970408945541,0.0,0.027999238122949074,0.027469661219211884,0.03511935009898056,-0.04793771769483597,-0.22402951725380926,0.007013336457930308
2025-11-20,3023.23,3061.03,2790.82,2830.93,677732.36,1978724383.9,,,-0.06572051668510792,-0.056129148999749384,0.0,0.03458399865475873,0.030980558151087367,0.03648237802995821,0.21121380855720484,0.12027768404792756,0.038077086864886214
2025-11-21,2830.93,2883.0,2621.04,2764.76,947834.61,2603371741.67,,,-0.023651447648570526,0.3354275642655777,0.0,0.03458610520364198,0.0301917702028098,0.03653832245129872,6.09092300398762e-05,-0.025790473921224938,0.0015322896635566788
2025-11-22,2764.76,2797.53,2703.36,2768.91,279572.98,767759752.74,,,0.0014999090216908338,-1.2209166573739019,0.0,0.036241969931169085,0.030357790673884572,0.03632967164164348,0.04676581992395499,0.005483801524541271,-0.005726831992711916
2025-11-23,2768.91,2857.36,2767.08,2801.51,302534.98,851884213.69,,,0.011704816581120887,0.0789335395136294,0.0,0.030443860467203158,0.02927669434298465,0.036116704213445566,-0.17433349048785574,-0.036261394329547204,-0.005879329066378319
2025-11-24,2801.51,2985.56,2762.56,2953.06,538896.8,1547019128.8,,,0.05268336334256139,0.577327179750761,0.0,0.04382655599044752,0.034675212143605944,0.03787141488920863,0.36435558767420934,0.16923329964105877,0.047441124048068904
