Date,Link,USDC
2019-05-18,0.095335025,0.044005187
2019-05-19,-0.053584246,-0.10890237
2019-05-20,0.156208101,0.032596239
2019-05-21,0.041288254,-0.009132484
2019-05-22,0.065774848,0.046068148
2019-05-23,0.101990622,-0.008799861
2019-05-24,-0.018544551,-0.017085967
2019-05-25,-0.190509172,-0.009031672
2019-05-26,-0.090278019,-0.062122088
2019-05-27,0.094529061,-0.012412464
2019-05-28,0.055159444,0
2019-05-29,-0.082316578,0.008381825
2019-05-30,-0.098527094,0.055766313
2019-05-31,-0.034774914,-0.052003879
2019-06-01,-0.053019278,0.013322872
2019-06-02,0.043273382,-0.017085306
2019-06-03,-0.051599825,0.075434118
2019-06-04,0.022324201,0.036528145
2019-06-05,0.19612608,-0.022642477
2019-06-06,-0.002242656,-0.012638007
2019-06-07,0.062234567,-0.001247661
2019-06-08,-0.01444989,0.021978907
2019-06-09,-0.01879714,0.054195771
2019-06-10,0.063788513,-0.068216416
2019-06-11,-0.061174701,0.009859582
2019-06-12,-0.049954644,-0.069308279
2019-06-13,0.517071797,0.02927291
2019-06-14,-0.159619657,-0.032696218
2019-06-15,0.026983886,-0.019982016
2019-06-16,-0.033080487,0.001075847
2019-06-17,0.146581529,-0.01817492
2019-06-18,-0.045349253,0.034968598
2019-06-19,-0.004080449,-0.017600454
2019-06-20,-0.048315686,-0.010547765
2019-06-21,-0.128355974,-0.085381385
2019-06-22,0.033918976,-0.044505604
2019-06-23,-0.010157528,0.008938263
2019-06-24,0.018711039,-0.012971152
2019-06-25,0.142198633,-0.018827039
2019-06-26,-0.031043317,-0.056357527
2019-06-27,0.139268045,0.132860927
2019-06-28,0.238828529,-0.055813006
2019-06-29,0.188242358,-0.02259274
2019-06-30,-0.011945535,0.092102594
2019-07-01,0.059159272,-0.014283875
2019-07-02,0.039656267,0.007313182
2019-07-03,-0.105706178,-0.035903574
2019-07-04,0.053839747,0.064632928
2019-07-05,0.038558994,-0.015411264
2019-07-06,-0.051749622,-0.001439056
2019-07-07,-0.112300169,-0.063003601
2019-07-08,-0.004653336,-0.020453146
2019-07-09,-0.069526063,0.015224778
2019-07-10,0.076961041,0.065347629
2019-07-11,-0.038702329,0.073488815
2019-07-12,0.102372418,-0.02665374
2019-07-13,0.023186955,0.023158643
2019-07-14,0.042382745,0.173620557
2019-07-15,-0.038992912,-0.008412008
2019-07-16,-0.070081208,0.140555751
2019-07-17,0.033901552,-0.063467878
2019-07-18,0.036179657,-0.067092332
2019-07-19,-0.003389834,0.02146773
2019-07-20,-0.017987637,-0.033062721
2019-07-21,-0.029826772,0.014078343
2019-07-22,-0.015253773,0.037832186
2019-07-23,0,0.024872637
2019-07-24,0.004510608,-0.021837734
2019-07-25,-0.02829947,-0.011100343
2019-07-26,0.013793322,-0.001314061
2019-07-27,-0.011943183,0.056244855
2019-07-28,-0.030973851,-0.01755531
2019-07-29,-0.03986916,0.000632311
2019-07-30,-0.023081807,0.00336559
2019-07-31,0.028029863,-0.040935749
2019-08-01,-0.016322018,0.006324304
2019-08-02,0.114947168,-0.000434877
2019-08-03,-0.024446668,-0.021321832
2019-08-04,0.037774275,-0.0022242
2019-08-05,-0.072276532,-0.046488206
2019-08-06,0.038161913,0.031683091
2019-08-07,-0.03437403,0.000903546
2019-08-08,-0.026821531,0.019452821
2019-08-09,0.003875974,0.051990571
2019-08-10,0.089667421,0.021009613
2019-08-11,-0.011560822,-0.046774905
2019-08-12,0.010676258,0.020918586
2019-08-13,0.025339932,0.013428653
2019-08-14,0.05456662,0.112628744
2019-08-15,0.048634534,-0.009354605
2019-08-16,-0.030820298,0.014555211
2019-08-17,0.037026679,-0.001297618
2019-08-18,-0.001547988,-0.048066998
2019-08-19,-0.045156186,-0.038286934
2019-08-20,-0.025442488,0.028311301
2019-08-21,-0.021849609,0.049099027
2019-08-22,-0.005965079,-0.018130808
2019-08-23,-0.014636508,-0.019048195
2019-08-24,-0.013094906,0.017331456
2019-08-25,-0.020417931,0.023024229
2019-08-26,-0.013544225,-0.008619128
2019-08-27,0.025135973,0.005816697
2019-08-28,-0.027866972,0.07893394
2019-08-29,-0.039038414,0.024422698
2019-08-30,0.011310205,0.001011804
2019-08-31,-0.028519043,-0.017856099
2019-09-01,0.001926783,0.002228127
2019-09-02,-0.011616781,-0.041421387
2019-09-03,0.006792845,-0.002680248
2019-09-04,-0.015594858,0.02246888
2019-09-05,0.013658749,0.005060651
2019-09-06,-0.00875918,0.028485111
2019-09-07,-0.025443139,-0.051195355
2019-09-08,0.011663393,-0.019055044
2019-09-09,-0.016891112,0.003804008
2019-09-10,0.006530389,0.005049605
2019-09-11,-0.029986492,0.009310721
2019-09-12,-0.026771441,-0.01526473
2019-09-13,-0.079265762,-0.001629992
2019-09-14,-0.050231082,-0.039750126
2019-09-15,0.02772172,-0.003400721
2019-09-16,-0.063084521,-0.042921725
2019-09-17,-0.022881979,-0.050025617
2019-09-18,0.094146983,-0.012539349
2019-09-19,-0.009472093,-0.049137228
2019-09-20,-0.015869589,0.013602667
2019-09-21,0.046986552,0.013420115
2019-09-22,-0.017927393,0.018743893
2019-09-23,0.04134134,0.049402925
2019-09-24,0.139161929,0.187196846
2019-09-25,-0.005825259,-0.020699098
2019-09-26,-0.031152086,0.025517584
2019-09-27,-0.041533783,-0.049088568
2019-09-28,0.010623993,0.001217921
2019-09-29,0.042395559,0.025578598
2019-09-30,-0.028607914,-0.066393348
2019-10-01,0.06181409,0.027159075
2019-10-02,0.071359585,-0.026072905
2019-10-03,-0.000894855,0.033973921
2019-10-04,0.005357156,-0.005260401
2019-10-05,-0.007149271,-0.004581506
2019-10-06,0.133307152,0.036418105
2019-10-07,0.043768982,-0.05693805
2019-10-08,0.068241274,-0.003793015
2019-10-09,0.019458571,-0.065818143
2019-10-10,-0.054449645,0.00827644
2019-10-11,0.100187274,0.059530314
2019-10-12,-0.052643733,0.004504918
2019-10-13,-0.049726153,-0.008486103
2019-10-14,-0.012458937,-0.03000133
2019-10-15,-0.024637304,0.034885124
