date,open,high,low,close,volumefrom,volumeto,supply,market_cap,price_log_return,volumefrom_log_return,market_cap_log_return,volatility_5d,volatility_10d,volatility_30d,volatility_5d_log_return,volatility_10d_log_return,volatility_30d_log_return
2018-02-26,9610.11,10457.51,9411.82,10326.5,117416.47,1181729273.47,16888352.2952994,174397569977.40924,0.07189773741888651,0.3537722796747876,0.07200210473338084,0.055715154066944404,0.06136252421886387,,0.26035523876255406,0.08159221755156099,
2018-02-27,10326.5,10879.38,10154.24,10594.76,99772.39,1060840699.02,16890352.2952995,178949228884.14734,0.02564613252369862,-0.16283569542728699,0.025764550327263318,0.04516975826195908,0.05482718826928328,,-0.209824377850465,-0.1126130868493454,
2018-02-28,10594.76,11067.76,10303.14,10334.44,105434.79,1126074675.67,16892289.7952987,174572355352.1267,-0.024877532412486147,0.05520116581030471,-0.024762828536091408,0.04671749123528126,0.0515137944894905,,0.03369084128980899,-0.06233658125180604,
2018-03-01,10334.44,11090.3,10247.56,10929.37,88432.44,952472120.03,16894352.2952987,184644627145.66876,0.055971654146200756,-0.17585378689254236,0.056093743816848146,0.041403640202274924,0.04938224117001199,,-0.12074983464616966,-0.04225875689193742,
2018-03-02,10929.37,11191.94,10801.45,11043.12,77195.49,852908489.64,16896302.2952987,186587893803.25897,0.010353948615305432,-0.13589783501786684,0.010469365142495442,0.03815160155517008,0.04947132352754688,,-0.08180106723145601,0.001802309950510024,
2018-03-03,11043.12,11530.66,11043.12,11465.36,71279.36,812200126.22,16898552.2952987,193747985544.4259,0.03752270611139261,-0.07973423118851486,0.03765586247679702,0.030560022893445588,0.04419795015043828,0.06781012212886947,-0.22187502389647826,-0.1127147677053008,
2018-03-04,11465.36,11539.79,11084.01,11504.42,61016.39,690727335.55,16900402.2952987,194429326174.08026,0.003400993622906997,-0.15546428783899563,0.0035104644644910706,0.03131062307323876,0.03665341300987482,0.06749868280268737,0.024264721846577613,-0.1871718629076773,-0.004603394085425549
2018-03-05,11503.94,11694.15,11431.55,11440.73,68323.51,791471905.1,16902264.7952987,193374247911.51767,-0.005551514247970242,0.1131114074312349,-0.005441315842803451,0.025602157305979013,0.036659113585296145,0.06724686896863713,-0.2012808175758648,0.00015551436289450355,-0.003737624342914738
2018-03-06,11440.33,11441.65,10589.28,10735.45,109876.55,1210081181.36,16904214.7952987,181474352724.18942,-0.06362844569576243,0.47510353880670414,-0.0635130831956869,0.03722238689113961,0.03981360238859651,0.06440426919351035,0.3742337607203008,0.0825465596820023,-0.04319053657311003
2018-03-07,10735.45,10913.7,9470.73,9928.56,183060.08,1858869115.0,16906177.2952987,167853995647.01083,-0.07813589697321932,0.5104569421261806,-0.07801980840512794,0.04832255895920375,0.04851551086644163,0.057468404476711435,0.26098813239696994,0.19767493603526878,-0.11394461331953874
2018-03-08,9928.56,10119.21,9086.85,9316.72,154879.22,1492236089.97,16908202.2952987,157528986488.65527,-0.06360481701097033,-0.16716881761316338,-0.06348504548022291,0.037512907011308994,0.04607657612189741,0.05631714728312586,-0.2532134500912374,-0.05157884777696674,-0.02023625078445819
2018-03-09,9316.77,9433.38,8393.45,9252.76,233598.15,2081621422.7,16910027.2952987,156464424156.848,-0.006888750027926833,0.4109567440436039,-0.0067808200727597105,0.034602945680476595,0.04437435544881491,0.056241023059080325,-0.08074624701209134,-0.037642988123864435,-0.0013526203459134066
2018-03-10,9252.76,9518.62,8727.43,8797.27,117409.38,1084925795.69,16911777.2952987,148777471046.6124,-0.05048043931573807,-0.6879355294144772,-0.05037695577766287,0.02733501356041883,0.04581613436723312,0.05519197958554721,-0.23577038528429223,0.03197458525213313,-0.01882879292479654
2018-03-11,8797.27,9735.64,8484.32,9544.84,149877.66,1374814644.2,16913689.7952987,161438462905.75885,0.08155924825323078,0.24415255932593122,0.08167232873173028,0.06448798424358453,0.05073876890125941,0.05638130731052549,0.858310487220827,0.10205398314756657,0.021320027541200534
2018-03-12,9543.98,9907.41,8796.52,9142.15,152959.8,1435404200.39,16915702.2952987,154645887738.965,-0.043105106771053,0.020355780457237037,-0.0429861273937716,0.05871404849590612,0.05075718385344935,0.05692568323174381,-0.09379989043325304,0.00036287067399642947,0.009608941287825738
2018-03-13,9142.27,9486.12,8856.65,9160.12,133768.47,1228556284.3,16917677.2952987,154967954146.21155,0.001963691473733748,-0.13406467207081943,0.0020804400827196417,0.05256443004390007,0.0475074012961024,0.055773265626110825,-0.11063936913018356,-0.06616764600418154,-0.020451970258202994
2018-03-14,9160.12,9360.66,7966.94,8217.7,161775.05,1385572511.72,16919477.2952987,139039188569.57614,-0.108568914474441,0.19009632031448692,-0.10846252254973718,0.07077184059736993,0.05354924497027804,0.05657448506963788,0.2974215338210213,0.11971618160392865,0.014263445814490032
2018-03-15,8216.22,8432.12,7698.47,8268.41,187365.71,1519850464.55,16921277.2952987,139912058401.2207,0.0061518648035736945,0.14685558545931082,0.006258245410239959,0.0699465712984674,0.054353291973330393,0.05610200418903231,-0.0117295064599669,0.01490348435301657,-0.008386552563192302
2018-03-16,8267.95,8616.63,7924.11,8283.23,129688.11,1082790136.53,16923227.2952987,140178984029.23703,0.0017907595815788567,-0.36792996144542023,0.0019059924695023402,0.049169480642035544,0.0541233142475122,0.05245313940115779,-0.35245856457659014,-0.004240141324299076,-0.06725134901198168
2018-03-17,8283.23,8360.64,7765.41,7883.45,111641.32,901939422.97,16925089.7952987,133428099146.74753,-0.04946736363296199,-0.14984118171109434,-0.04935731384839539,0.04972584955646622,0.051758484980551044,0.051779816359292005,0.011251790820117716,-0.04467666061294322,-0.012919760412866762
2018-03-18,7882.67,8299.86,7318.46,8215.4,198796.34,1535519444.95,16926977.2952987,139061889271.79694,0.04124481640732031,0.5769896512729034,0.04135633101568421,0.05832409990498302,0.05323260742809403,0.05239566386643835,0.1594904756920453,0.02808275048642057,0.011823409502121202
2018-03-19,8215.5,8725.6,8129.66,8623.14,171829.52,1447812723.08,16928914.7952987,145980402327.932,0.04843884576525643,-0.14577806109412128,0.04855330147045118,0.038960469110770675,0.05665508853523421,0.05054491997184409,-0.403467865850779,0.062310677370930136,-0.03596139196280899
2018-03-20,8623.14,9056.23,8339.8,8920.71,131959.66,1150462439.42,16930502.2952987,151032101130.69403,0.0339262523496109,-0.2640065526773845,0.0340200224223157,0.0402973343252904,0.05574558295020964,0.05002092779967084,0.03373780145776374,-0.01618362993078296,-0.010420971448237266
2018-03-21,8920.53,9184.51,8778.69,8911.35,109985.22,991376396.96,16932402.2952987,150890563194.21008,-0.0010497946798757906,-0.1821502766902659,-0.0009375774897103607,0.04055261763944166,0.04814920362996197,0.0479307598352889,0.006315010864571115,-0.14649357885835654,-0.04268400778471468
2018-03-22,8911.37,9107.0,8500.88,8724.98,116522.98,1023286566.15,16934189.7952987,147750467280.18524,-0.02113556933471861,0.05774251364433058,-0.02103000807854755,0.029953604661511313,0.046794182531373706,0.047915467427812025,-0.3029506585587843,-0.028545708438458273,-0.00031910296405632753
2018-03-23,8724.98,8935.88,8307.58,8934.8,109649.39,939997284.45,16935852.2952973,151318453088.02228,0.023763588655011377,-0.06080059507985308,0.02386175800452004,0.027841240077703867,0.04763778007424254,0.04674711828125216,-0.07313129580108403,0.01786725515163641,-0.0246857503105922
2018-03-24,8935.51,9036.23,8515.53,8548.06,93296.24,827663165.33,16937802.2952973,144785350288.33902,-0.04424940785922343,-0.1615081047588821,-0.04413427413505195,0.03203992991930985,0.03415927709995391,0.04609745153339291,0.14046455741512828,-0.33259193894645595,-0.013994945588840645
2018-03-25,8548.39,8690.36,8395.85,8472.84,76775.64,657643520.26,16939489.7952973,143525586717.18677,-0.008838603092343189,-0.19489240459501428,-0.008738978836845828,0.025089847992210857,0.03437970460044284,0.045554840967917266,-0.2445196330512927,0.006432201208788886,-0.011840771034235918
2018-03-26,8472.56,8521.04,7869.27,8152.2,131859.97,1079038734.78,16941364.7952973,138109394084.22263,-0.03857792404950217,0.5408531238320661,-0.038467242071460586,0.027158136789905685,0.03675285664180003,0.04531106019478571,0.07921339722299225,0.06674954666164992,-0.005365739070566235
